vertex_name,position_x,position_y
2419,0.01662,0.2658
2420,0.6693,-0.113
2421,0.2391,-0.08146
2422,0.7305,-0.205
2423,0.3878,-0.04136
2424,-0.7642,0.06322
2425,0.5683,-0.2353
2426,0.6333,-0.4489
2427,0.06204,-0.1893
2428,-0.05782,0.2808
2429,-0.7165,-0.2244
2430,-0.5925,-0.05258
2431,0.6736,0.2081
2432,0.1434,0.1567
2433,-1.035,0.2032
2434,-0.1669,-0.877
2435,-0.4481,-0.5315
2436,-0.8005,-0.0892
2437,-0.1929,0.07446
2438,-0.4854,-0.3995
2439,0.3337,-0.1491
2440,0.2658,0.1119
2441,0.606,0.2514
2442,0.6136,-0.2677
2443,-0.2319,0.3304
2444,0.1647,0.2555
2445,-0.03248,-0.1532
2446,0.362,-0.01673
2447,0.1366,-0.2481
2448,0.5507,0.02389
2449,0.007867,-0.009978
2450,-0.1404,0.4081
2451,0.7604,0.1396
2452,0.01588,0.03231
2453,0.2234,-0.3744
2454,0.006672,0.1701
2455,-0.5549,0.3898
2456,-0.1614,0.2087
2457,-0.1054,0.3244
2458,0.2635,-0.2738
2459,-0.3886,-0.3502
2460,-0.4727,-0.1785
2461,-0.2038,-0.4224
2462,-0.07682,0.1792
2463,0.1857,0.1682
2464,-0.2373,0.3744
2465,0.01542,0.06132
2466,0.142,-0.7907
2467,0.3678,0.2787
2468,-0.2643,0.1142
2469,-0.2946,0.2614
2470,-0.7462,-0.4158
2471,-0.1274,0.325
2472,-0.7172,-0.397
2473,-0.001534,-0.3619
2474,0.2673,-0.4221
2475,0.2113,-0.2765
2476,0.007678,-0.4101
2477,0.1948,-0.009338
2478,0.4912,-0.6461
2479,-0.1795,-0.4229
2480,-0.1338,-0.4168
2481,-0.3235,-0.4088
2482,-0.1393,-0.0361
2483,-0.736,0.2287
2484,-0.8068,0.1765
2485,-0.38,0.3313
2486,0.1964,0.3335
2487,0.1148,-0.4816
2488,0.2925,-0.2524
2489,0.3568,-0.006424
2490,-0.5498,-0.6217
2491,-0.2799,0.2953
2492,0.08857,0.1435
2493,0.07368,-0.2055
2494,-0.8674,0.1419
2495,-0.5094,0.01309
2496,0.858,-0.1652
2497,-1.619,0.7089
2498,-0.1424,0.6664
2499,-0.3432,0.4052
2500,-0.5741,0.3934
2501,-0.04411,0.6798
2502,0.2708,-0.1391
2503,-0.2083,0.2264
2504,0.0995,0.2929
2505,0.1432,1.108
2506,0.4889,0.09143
2507,0.009714,-0.4039
2508,-0.5585,-0.1534
2509,0.5072,-0.1402
2510,0.4872,-0.5162
2511,-0.2554,-0.7984
2512,-0.3609,0.2566
2513,-0.04711,0.5203
2514,-0.3411,1.041
2515,-0.01831,0.2619
2516,-0.03653,0.6393
2517,0.1399,0.5077
2518,-0.5549,0.2436
2519,0.8047,0.1911
2520,0.61,0.1068
2521,0.04418,0.6462
2522,0.2655,0.781
2523,-0.3979,0.02026
2524,-0.3705,-0.2248
2525,0.4009,-0.6811
2526,-0.1048,0.3043
2527,0.5872,-0.02726
2528,0.1375,-0.898
2529,-0.1388,-0.01272
2530,0.1632,0.4201
2531,0.5516,-0.2815
2532,0.4288,0.4039
2533,-0.6433,-0.565
2534,0.04001,-0.0292
2535,-0.215,0.03136
2536,0.0438,0.895
2537,-0.5635,0.4714
2538,0.2064,0.07914
2539,-0.3071,-0.8722
2540,-0.6236,0.2449
2541,-0.01201,-0.02878
2542,-0.0224,0.05553
2543,0.1468,0.1305
2544,0.1178,0.5514
2545,-0.4063,0.0102
2546,-0.623,-0.04408
2547,-0.2412,-0.04707
2548,-0.9023,0.212
2549,0.1569,-0.002454
2550,-0.1296,-0.2019
2551,-0.408,-0.1647
2552,-0.4198,-0.3024
2553,-0.4307,-0.03908
2554,0.3027,0.1109
2555,-0.1465,0.08099
2556,-0.2387,0.6239
2557,-0.3965,0.9054
2558,0.531,-0.8693
2559,0.45,-0.01569
2560,0.03773,-0.7816
2561,0.5611,0.4306
2562,-0.1057,0.02804
2563,-0.1112,0.4072
2564,-0.09371,0.05576
2565,0.169,0.5228
2566,-0.3633,0.6276
2567,0.8341,0.01816
2568,-0.01104,-0.6428
2569,-0.2853,0.2528
2570,-0.02084,0.6656
2571,0.02432,0.7493
2572,0.2517,0.2326
2573,0.2659,0.6278
2574,0.3061,0.1694
2575,0.5182,0.4213
2576,1.039,0.1366
2577,-0.02623,-0.4902
2578,-0.3855,-0.2504
2579,0.1579,-0.08158
2580,0.04685,0.7132
2581,0.6646,-0.4455
2582,0.1858,0.07011
2583,-0.4871,0.8785
2584,0.5857,0.5815
2585,0.2105,0.4743
2586,-0.2553,-0.2764
2587,-0.4315,0.0623
2588,-0.4849,-0.215
2589,-0.7953,-0.3419
2590,-0.2912,0.3134
2591,-0.286,-0.9242
2592,-0.1375,-0.09831
2593,0.3734,-0.4466
2594,0.7794,-0.2686
2595,-0.07394,0.3326
2596,-0.5541,-0.2063
2597,-0.1694,-0.4459
2598,0.07875,0.1108
2599,-0.2953,0.3282
2600,0.1346,-0.09515
2601,0.36,-0.1945
2602,0.3075,0.2407
2603,0.4756,0.3911
2604,0.2846,0.07886
2605,0.2956,0.2
2606,-0.471,-0.1723
2607,0.3134,0.4287
2608,0.3293,-0.1245
2609,-0.008354,0.008414
2610,0.5658,-0.3903
2611,-1.08,0.5068
2612,0.7527,-0.09406
2613,0.4804,1.037
2614,0.05328,-0.4692
2615,0.971,0.4346
2616,0.481,-0.3076
2617,0.4132,-0.6762
2618,0.1929,-0.3763
2619,-0.08927,-0.3999
2620,0.41,0.3129
2621,0.1598,-0.1952
2622,0.1614,0.08446
2623,0.8502,-0.2461
2624,-0.02888,-0.5025
2625,-0.5449,-0.7903
2626,-0.0527,0.1863
2627,0.1044,0.383
2628,-0.3506,-0.2523
2629,0.1654,-0.03244
2630,0.1687,-0.3273
2631,0.3751,0.07898
2632,0.3139,0.28
2633,0.2183,0.269
2634,-0.05272,-0.03106
2635,-0.1505,-0.07584
2636,0.02927,-0.0283
2637,0.09127,0.1306
2638,-0.1321,-1.546e-05
2639,-0.4035,-0.04783
2640,-0.5249,-0.9291
2641,0.8343,-0.1491
2642,-0.3888,-0.515
2643,0.2751,-0.003947
2644,0.4922,-0.3007
2645,0.131,-0.01899
2646,-0.2565,0.5072
2647,-0.7782,0.1409
2648,-0.2063,-0.2701
2649,0.04229,0.02919
2650,-0.06331,-0.371
2651,0.2375,-0.1544
2652,0.3292,0.01134
2653,0.04273,0.5767
2654,0.3079,-0.03624
2655,0.2374,0.3897
2656,-0.2044,0.7589
2657,-0.4915,-0.09102
2658,-0.03045,-0.1718
2659,-0.1348,0.196
2660,-0.5537,0.5556
2661,-0.4571,0.6496
2662,0.581,-0.1275
2663,0.381,-0.05237
2664,0.001321,0.2549
2665,-0.1481,-0.04828
2666,-0.5396,0.5049
2667,-0.8404,0.3472
2668,-0.4333,-0.08389
2669,0.409,-0.1437
2670,-0.3661,0.151
2671,0.04897,-0.5552
2672,0.09453,-0.4656
2673,0.4349,-0.3191
2674,0.2115,0.5797
2675,0.1487,0.1785
2676,0.1144,0.4278
2677,-0.6159,0.5295
2678,-0.7195,0.3363
2679,0.1586,-0.6052
2680,0.2581,0.5505
2681,0.2147,0.18
2682,0.1384,0.8291
2683,0.2039,0.2285
2684,-0.5199,0.3972
2685,-0.6436,-0.08735
2686,-0.3537,-0.5396
2687,0.126,-0.3031
2688,-0.1365,-0.4423
2689,-0.002491,0.05293
2690,-0.7324,0.3862
2691,-0.2586,-0.2661
2692,-0.4519,0.597
2693,-0.1407,-0.1184
2694,-0.2204,0.04614
2695,-0.03871,0.1146
2696,0.2567,0.1998
2697,-0.09542,-0.07772
2698,0.3408,-0.0976
2699,-0.674,-0.09399
2700,-0.4115,0.08553
2701,-0.2977,0.1533
2702,-0.3277,-0.3264
2703,-0.3451,-0.8748
2704,-0.04867,-0.04036
2705,0.3681,1.056
2706,0.542,0.1409
2707,0.06682,0.1523
2708,0.3601,-0.05857
2709,-0.03629,-0.2887
2710,0.1316,-0.5786
2711,0.3802,0.1334
2712,0.1951,-0.08976
2713,-0.1498,-0.006971
2714,0.1509,-0.09226
2715,-0.4166,0.2614
2716,-1.053,-0.00253
2717,0.1234,-0.1682
2718,0.2521,0.2078
2719,-0.6076,0.1999
2720,0.06525,0.238
2721,0.05967,0.01389
2722,-0.7225,0.002008
2723,-0.1243,-0.435
2724,0.1328,-0.2291
2725,0.4537,-0.1101
2726,-0.1952,0.958
2727,-0.1394,-0.6035
2728,0.06046,0.03722
2729,-0.1778,-0.1858
2730,0.09803,-1.098
2731,0.06266,-1.02
2732,0.01733,-1.093
2733,0.02702,-1.028
2734,-0.3366,-0.1465
2735,-0.2399,-0.1774
2736,-0.1632,0.112
2737,0.3155,0.00947
2738,0.2689,0.2432
2739,0.3032,0.2928
2740,0.5249,0.3941
2741,0.1107,-0.1827
2742,0.0897,0.403
2743,0.3795,-0.5575
2744,-0.6869,0.4584
2745,0.2691,-0.2912
2746,-0.3044,0.353
2747,-0.1171,0.8392
2748,0.5558,0.2246
2749,-0.004478,0.3037
2750,0.01622,0.2191
2751,-0.3666,-0.7059
2752,-0.002502,-0.3347
2753,-0.5634,-0.06434
2754,-0.1334,0.1802
2755,-0.178,0.1613
2756,-0.7223,-0.3517
2757,-0.2738,-0.07471
2758,0.2387,-0.16
2759,-0.01797,-0.4683
2760,-0.5023,0.009804
2761,-0.7806,0.5053
2762,0.08509,0.03472
2763,0.1135,0.1475
2764,-0.7879,0.4225
2765,-0.1984,0.3489
2766,-0.0129,0.6005
2767,-0.4296,0.2728
2768,-0.1056,-0.1986
2769,0.2662,0.3726
2770,-0.1803,0.5521
2771,-0.9662,-0.2204
2772,-0.8429,-0.1646
2773,0.1781,0.4589
2774,-0.4359,-0.4895
2775,-0.2735,-0.6683
2776,-0.2996,-0.1325
2777,-0.04467,-0.33
2778,0.7733,0.4469
2779,-0.4863,0.3301
2780,-0.4008,0.01414
2781,-0.106,-0.06841
2782,0.1047,-0.08394
2783,-0.3474,0.004855
2784,0.1156,-0.006228
2785,0.3226,-0.4523
2786,-0.5114,0.1293
2787,0.2023,-0.3359
2788,0.1775,0.08747
2789,0.3146,0.3081
2790,0.4751,-0.1396
2791,0.07118,-0.1508
2792,-0.1152,1.074
2793,0.6138,0.1707
2794,-0.0545,0.2512
2795,0.124,0.2726
2796,0.2568,-0.2165
2797,-0.28,0.2106
2798,0.5485,-0.2048
2799,-0.4284,0.3726
2800,-0.3172,-0.09455
2801,0.09356,0.01512
2802,-0.445,0.2141
2803,0.2118,-0.06925
2804,-0.2693,0.207
2805,-0.256,-0.6275
2806,0.5672,0.2338
2807,0.4774,-0.339
2808,0.3631,0.2212
2809,-0.301,0.5147
2810,-0.1011,0.4792
2811,-0.1981,-0.1579
2812,0.1405,0.2569
2813,0.2203,-0.03556
2814,0.08349,1.257
2815,-1.027,-0.1588
2816,0.6917,0.2785
2817,-0.03634,0.48
2818,-0.1329,-0.2432
2819,-0.4099,-0.4602
2820,-0.2267,-0.4507
2821,-0.1725,0.1041
2822,0.212,0.3704
2823,0.1938,0.04551
2824,0.2176,-0.2029
2825,-0.06571,-0.1182
2826,-0.2963,-0.4364
2827,0.1524,-0.5783
2828,-0.3153,-0.3742
2829,-0.6039,-0.08579
2830,0.2743,-0.07734
2831,0.09325,0.2972
2832,-0.7812,-0.5651
2833,-1.353,0.2825
2834,-0.3861,0.4882
2835,-0.3375,0.04582
2836,0.1982,0.3584
2837,0.5346,-0.4772
2838,-0.2251,-0.4475
2839,-0.1002,0.4751
2840,0.2827,0.0396
2841,-0.208,-0.3426
2842,0.5652,0.08868
2843,0.4012,0.3805
2844,0.4501,-0.1428
2845,0.4487,0.09998
2846,-0.4401,-0.1705
2847,-0.359,-0.3864
2848,-0.278,-0.4514
2849,-0.3644,-0.6067
2850,-0.0937,0.04055
2851,0.778,-0.2399
2852,0.4397,-0.8901
2853,0.8488,0.2232
2854,0.07489,1.183
2855,0.3055,-0.3556
2856,0.292,0.8442
2857,-0.33,0.5656
2858,-0.1995,-0.6582
2859,-0.2083,0.5883
2860,0.05496,-0.1074
2861,-0.2971,0.1909
2862,-0.3589,0.5485
2863,-0.018,-0.1462
2864,0.6164,0.4217
2865,0.2668,-0.4894
2866,0.01137,0.3304
2867,-0.7657,-0.2587
2868,-0.6461,-0.4215
2869,-0.359,0.1401
2870,0.793,-0.5504
2871,0.08502,0.08843
2872,-0.4197,0.4875
2873,0.04942,0.05097
2874,0.1177,0.3752
2875,0.2445,-0.3759
2876,-0.1922,-0.2308
2877,0.2718,0.7282
2878,0.08103,-0.05456
2879,-0.1797,-0.01356
2880,0.5389,0.06447
2881,-0.2129,0.1678
2882,-0.08189,-0.09745
2883,-0.1818,-0.8413
2884,-0.1827,0.2287
2885,0.1634,0.02235
2886,-0.1173,0.1462
2887,0.079,-0.6435
2888,-0.6315,-0.1959
2889,0.5082,0.7382
2890,-0.491,-0.295
2891,-0.05024,-0.365
2892,0.1938,-0.4292
2893,-0.2994,0.5872
2894,-0.2514,0.07099
2895,0.1997,0.3574
2896,-0.2146,0.4031
2897,-0.2673,-0.4195
2898,0.2698,0.06818
2899,-0.3227,0.2742
2900,0.5936,0.4587
2901,0.3407,0.4712
2902,-0.2749,0.1833
2903,-0.1496,0.2927
2904,-0.5536,0.05189
2905,0.02288,0.2704
2906,-0.07763,0.4535
2907,0.005464,0.4385
2908,0.03175,-0.4238
2909,-0.1066,0.2221
2910,0.6531,0.1091
2911,-0.05814,-0.1664
2912,-0.2122,-0.1816
2913,-0.5861,0.3472
2914,-0.3001,0.02718
2915,-0.1277,-0.2836
2916,-0.006083,0.1544
2917,0.2635,-0.01915
2918,0.1389,0.1754
2919,-0.003513,0.971
2920,0.2377,0.07756
2921,-0.05449,0.4776
2922,-0.1701,0.00292
2923,-0.3113,-0.1306
2924,-0.4907,0.02651
2925,-0.3135,-0.178
2926,-0.594,0.191
2927,-0.001656,0.1323
2928,0.2385,0.2885
2929,0.1064,0.4531
2930,-0.08894,0.2112
2931,-0.2499,-0.302
2932,-0.2261,0.2787
2933,-0.02437,0.2193
2934,-0.8087,0.3719
2935,-0.4055,0.6903
2936,-0.5506,0.2485
2937,-0.3388,-0.473
2938,-0.5464,0.1971
2939,0.006181,-0.1895
2940,-0.2209,-0.1182
2941,0.847,-0.05836
2942,0.3676,-0.4306
2943,-0.08836,0.1435
2944,-0.1025,0.1443
2945,-0.3183,-0.06618
2946,0.05407,0.8252
2947,0.2394,-0.1191
2948,0.1126,-0.6887
2949,-0.4088,0.2352
2950,0.09957,-0.1187
2951,-0.08144,0.2055
2952,-0.03926,0.1363
2953,-0.648,-0.396
2954,0.2163,-0.1617
2955,0.01046,-0.0852
2956,-0.2282,0.2176
2957,0.1777,0.4431
2958,0.03102,0.5645
2959,0.2528,0.7863
2960,-0.4034,-0.4883
2961,0.5772,-0.5521
2962,0.7957,0.1012
2963,0.102,-0.1735
2964,-0.05893,0.6981
2965,-0.333,0.4888
2966,-0.4539,-0.5998
2967,0.1579,0.3846
2968,-0.9184,0.9925
2969,0.3115,0.2743
2970,0.343,0.3306
2971,0.08131,-0.261
2972,-0.4629,0.2093
2973,0.8657,-0.08436
2974,0.4534,0.05727
2975,-0.01156,0.03157
2976,0.6932,0.6538
2977,-0.2075,-0.5479
2978,0.77,0.006849
2979,0.08387,0.4062
2980,-0.1745,0.6158
2981,0.1184,-0.5795
2982,-0.05624,0.2226
2983,-0.1582,-0.2933
2984,-0.7018,-0.08748
2985,0.02972,-0.2848
2986,-0.7616,0.1774
2987,-0.2955,0.2435
2988,-0.07732,0.03457
2989,0.2652,-0.1844
2990,-0.07036,0.02308
2991,0.3417,-0.5563
2992,-0.614,0.1487
2993,-0.03907,-0.3271
2994,0.77,-0.1864
2995,0.4057,-0.1301
2996,-0.01049,-0.05671
2997,-0.3116,0.0795
2998,0.03453,-0.833
2999,0.2183,-0.2987
3000,-0.6559,-0.5611
3001,0.1188,0.2121
3002,-0.2159,0.185
3003,0.1639,-0.6123
3004,0.03755,0.188
3005,-0.892,0.2616
3006,0.2908,0.3261
3007,0.1027,0.2958
3008,0.5187,0.8845
3009,0.4906,0.3247
3010,0.2507,0.3757
3011,0.4344,0.3229
3012,-0.2781,0.2971
3013,-0.2071,0.3001
3014,0.3426,0.499
3015,0.6608,0.49
3016,-0.4254,-0.1682
3017,0.203,0.1041
3018,-0.4413,0.2334
3019,-0.2823,0.03251
3020,0.3195,-0.4377
3021,-0.1526,-0.2422
3022,-0.6678,0.02214
3023,0.384,0.1483
3024,-0.5036,0.2994
3025,0.3053,0.04012
3026,0.06489,0.0009329
3027,0.7644,-0.2366
3028,-0.1904,0.2831
3029,0.7159,-0.1172
3030,0.1902,-0.3739
3031,-0.2857,0.3501
3032,-0.1247,-0.317
3033,0.1696,0.2163
3034,-0.4296,0.156
3035,-0.477,0.2729
3036,0.3886,-0.06372
3037,0.5443,0.3631
3038,0.2902,-0.08542
3039,0.2441,-0.1292
3040,0.05063,-0.4385
3041,-0.1978,0.802
3042,-0.5057,0.1263
3043,-0.8687,0.1624
3044,0.08131,-0.3865
3045,-0.6512,-0.6155
3046,0.1243,-0.2606
3047,0.6497,0.5093
3048,0.07561,0.1556
3049,0.1702,-0.09971
3050,-0.3484,0.3176
3051,-0.005137,-0.718
3052,-0.21,-0.881
3053,0.3735,-0.3359
3054,0.3159,-0.1897
3055,0.02832,0.3326
3056,0.2601,-0.2543
3057,0.0268,-0.2151
3058,-0.03882,-0.1991
3059,-0.1767,-0.3012
3060,0.1626,0.5041
3061,-0.7342,-0.3349
3062,0.05272,-0.6068
3063,0.09027,0.4795
3064,0.3396,0.1772
3065,0.4226,-0.2878
3066,-0.09849,0.2518
3067,-0.4014,-0.07376
3068,0.09016,0.3877
3069,-0.3303,-0.02298
3070,0.8109,0.2375
3071,0.06569,0.06281
3072,0.3204,-0.4857
3073,0.05278,-0.08188
3074,0.2016,0.2279
3075,-0.006452,0.311
3076,-0.1285,-0.2272
3077,0.1863,-0.382
3078,0.0674,-0.388
3079,0.2172,0.009546
3080,0.6159,-0.07316
3081,0.2732,0.1042
3082,0.3458,0.2954
3083,-0.4466,0.1721
3084,0.1761,-0.2675
3085,0.5349,0.03147
3086,-0.09205,-0.2091
3087,-0.1519,-0.7116
3088,-0.2041,-0.4564
3089,-0.1867,-0.5275
3090,0.3753,-0.3281
3091,0.6455,-0.7011
3092,-0.3688,-0.5418
3093,0.3914,0.3793
3094,0.9316,0.3367
3095,0.196,-0.5273
3096,-0.1088,0.2936
3097,-0.786,-0.5269
3098,0.2964,0.2951
3099,-0.1126,0.06787
3100,-0.9764,0.4759
3101,0.04318,0.4993
3102,-0.5333,-0.5984
3103,0.4466,-0.8273
3104,0.2699,0.05552
3105,0.2472,-0.4186
3106,0.2315,0.3305
3107,0.4606,-0.1125
3108,0.3927,0.1831
3109,0.4388,0.5843
3110,0.2773,0.04247
3111,-0.3654,-0.1929
3112,0.1922,0.02361
3113,0.6381,0.5836
3114,-0.1232,-0.5303
3115,-0.02915,-0.1567
3116,-0.6285,-0.9774
3117,0.1965,-0.7913
3118,0.9642,-0.1529
3119,0.03487,0.4337
3120,0.1676,0.1678
3121,-0.4032,0.09315
3122,-0.9876,0.5338
3123,0.3892,0.07916
3124,-0.1522,0.006192
3125,-0.1989,0.2344
3126,-0.0825,0.2584
3127,-0.81,-0.01371
3128,0.5813,0.02
3129,0.007937,0.2608
3130,0.05031,0.653
3131,0.1138,0.7136
3132,-0.01309,0.5469
3133,-0.1523,0.02981
3134,-0.2557,0.0593
3135,1.01,-0.301
3136,0.7121,-0.2983
3137,0.5351,-1.037
3138,0.4431,0.6277
3139,-0.006176,-0.1213
3140,1.108,0.2284
3141,-0.02781,-0.01251
3142,0.08247,0.1019
3143,-0.06832,0.4528
3144,-0.436,0.3555
3145,-0.05245,0.4013
3146,0.2797,-0.2182
3147,-0.2783,0.7005
3148,-0.2383,0.3676
3149,0.4236,0.1205
3150,0.1475,-0.2593
3151,-0.1093,-0.2003
3152,-0.1143,-0.7744
3153,0.6342,-0.07376
3154,0.6335,0.09734
3155,-0.03736,0.2949
3156,0.04262,-0.4371
3157,0.2786,-0.5666
3158,0.3464,0.7407
3159,0.1309,0.345
3160,-0.3061,0.371
3161,-0.1348,0.07866
3162,-0.4282,0.3534
3163,0.03603,-0.202
3164,0.1599,0.4623
3165,-0.5099,-0.3579
3166,0.2738,-0.1937
3167,0.4221,0.01334
3168,0.0198,0.002537
3169,0.07381,-0.2726
3170,-0.01989,-0.3571
3171,-0.7612,0.7198
3172,0.2172,-0.8077
3173,0.01973,-0.3092
3174,0.4249,0.5115
3175,0.7036,0.06138
3176,-0.827,0.248
3177,0.2224,-0.02968
3178,-0.0203,-0.2212
3179,-0.02545,-0.1507
3180,-0.278,0.2911
3181,0.2082,-0.3644
3182,-0.6567,0.06831
3183,-0.5144,-0.2405
3184,0.2913,0.1169
3185,0.1177,-0.1507
3186,-0.1523,0.2446
3187,0.2541,0.5933
3188,-0.3374,0.5048
3189,-0.7755,0.4717
3190,0.2033,0.1878
3191,-0.2699,-0.3831
3192,1.026,0.4514
3193,0.03524,-0.3869
3194,-0.52,-0.3317
3195,-0.1131,-0.6106
3196,-0.1314,-0.614
3197,0.2526,0.3553
3198,0.2426,0.02179
3199,0.05484,0.02427
3200,0.5465,0.06667
3201,-0.03077,0.3773
3202,0.4501,-0.1428
3203,-0.3235,0.3906
3204,-0.7523,0.6217
3205,0.6345,-0.271
3206,-0.1249,-0.06658
3207,-0.2707,0.3167
3208,-0.003429,0.4904
3209,-0.2855,0.3627
3210,-0.5979,-0.1343
3211,-0.1664,0.7509
3212,0.1734,0.358
3213,-0.954,0.3563
3214,-0.07314,0.2633
3215,0.2116,0.823
3216,-0.4312,0.5702
3217,-0.1159,-0.1312
3218,-0.2996,0.3733
3219,-0.04811,-0.1148
3220,0.03348,0.1061
3221,-0.2388,-0.08863
3222,0.3339,0.2075
3223,0.2368,0.4085
3224,0.273,0.2024
3225,-0.06055,-0.289
3226,0.1339,0.07514
3227,0.03844,-0.5146
3228,0.01095,-0.4254
3229,-0.2804,-0.2347
3230,-0.107,-0.1891
3231,0.1661,0.01499
3232,0.5307,-0.1005
3233,-0.2371,0.2279
3234,-0.09347,-0.01443
3235,0.2654,-0.7595
3236,-0.2964,0.0489
3237,-0.1967,-0.04901
3238,0.3132,-0.04574
3239,0.1409,0.3623
3240,0.04898,0.6337
3241,1.126,-0.1453
3242,0.1035,0.1088
3243,0.0691,0.4243
3244,0.1213,0.8449
3245,-0.2012,-0.1715
3246,-0.393,0.02889
3247,0.8456,0.03043
3248,0.9341,-0.1518
3249,0.04131,0.1751
3250,-0.1622,-0.1712
3251,0.5559,-0.6795
3252,-0.03252,0.7638
3253,-0.398,0.5645
3254,0.5019,0.2729
3255,0.4167,0.8866
3256,-0.2501,0.1545
3257,0.3463,0.3622
3258,0.2467,0.1487
3259,-0.3946,0.1461
3260,-0.1923,-0.5182
3261,-0.6953,0.1054
3262,-0.1958,0.4823
3263,-0.2331,0.5655
3264,0.2931,1.292
3265,0.2872,0.2993
3266,0.5722,-0.02264
3267,0.1293,0.5373
3268,-0.4478,0.2293
3269,0.04805,0.6814
3270,0.151,0.1363
3271,-0.3919,-0.4904
3272,0.03139,0.7432
3273,-0.15,0.4361
3274,-0.3364,-0.1377
3275,0.00847,-0.1514
3276,0.2105,-0.3593
3277,-0.01894,0.05274
3278,0.2829,-0.2227
3279,0.07221,0.6778
3280,0.3045,0.9324
3281,-0.4985,-0.2321
3282,-0.07942,-0.3383
3283,-0.01624,-0.1767
3284,0.06635,-0.3886
3285,-0.1296,0.4087
3286,-0.07526,0.4374
3287,0.4952,-0.1989
3288,-0.2406,0.182
3289,0.1175,0.1204
3290,0.3066,-0.2186
3291,-0.2561,-0.05618
3292,-0.5769,0.6212
3293,-0.1834,-0.1087
3294,0.07281,-0.064
3295,0.5175,-0.06597
3296,-0.758,0.3264
3297,-0.8936,0.4608
3298,0.2198,0.007735
3299,0.2821,-0.8398
3300,-0.184,-0.7106
3301,-0.09303,-0.69
3302,0.1365,0.1217
3303,-0.5673,0.2399
3304,-0.4302,-0.0221
3305,-0.06774,-0.1527
3306,-0.4489,-0.6271
3307,0.7497,-0.02667
3308,-0.2745,-0.4725
3309,-0.3289,0.273
3310,0.02975,0.1987
3311,0.4461,-0.2922
3312,0.1488,-0.1492
3313,-0.1062,-0.5749
3314,-0.9948,0.4234
3315,0.2354,0.06596
3316,-0.1713,-0.4303
3317,-0.01595,0.3347
3318,0.1101,0.009855
3319,-0.2845,-0.3058
3320,0.08305,-0.6556
3321,0.1672,0.5724
3322,-0.2822,0.8754
3323,-0.4058,-0.5881
3324,0.1948,0.1448
3325,0.1153,-0.3954
3326,-0.08025,-0.3395
3327,-0.3769,-0.1814
3328,0.08357,0.1695
3329,0.2076,0.1286
3330,0.02009,-0.3851
3331,-0.2501,-0.6581
3332,-0.08097,-0.05947
3333,0.5328,0.3418
3334,-0.1323,-0.2414
3335,0.1473,-0.03195
3336,0.09978,0.3971
3337,-0.2693,0.03563
3338,0.1388,0.8958
3339,0.4314,0.09554
3340,0.1256,0.5229
3341,-0.9342,-0.1055
3342,-0.4658,0.7408
3343,0.08944,0.2234
3344,-0.4112,0.0002945
3345,0.0006472,0.04655
3346,-0.3037,-0.485
3347,0.4633,0.02103
3348,0.4236,0.07289
3349,0.5075,0.5314
3350,-0.08556,0.02513
3351,0.4359,-0.4973
3352,0.1563,-0.3418
3353,0.05748,0.1041
3354,0.6321,0.3188
3355,0.361,-0.5411
3356,0.6198,0.0992
3357,0.7084,-0.01185
3358,-0.3528,-0.2086
3359,0.6541,0.4249
3360,-0.06022,0.4535
3361,0.2965,0.1786
3362,0.4506,-0.3024
3363,0.04092,-0.004208
3364,0.8167,-0.2405
3365,0.07685,-0.2953
3366,0.04871,-0.4483
3367,0.08405,0.2848
3368,0.02619,-0.1789
3369,0.09376,-0.1208
3370,0.8241,0.4605
3371,-0.4702,-0.31
3372,-0.3657,-0.717
3373,-0.07079,0.2152
3374,-0.2682,-0.6072
3375,-0.1162,0.1107
3376,0.8916,-0.1171
3377,-0.2692,-0.2191
3378,-0.02608,-0.4152
3379,0.3562,0.3265
3380,0.2737,0.08276
3381,-0.8745,-0.003023
3382,0.9665,-0.03363
3383,-0.2875,-0.1275
3384,-0.4809,-0.197
3385,-0.1479,0.7784
3386,0.1868,0.1162
3387,-0.421,0.00551
3388,0.2436,0.427
3389,0.08704,-0.145
3390,0.8154,0.3353
3391,0.1673,-0.853
3392,0.2205,-0.9589
3393,-0.0505,-0.3044
3394,0.3807,-0.05385
3395,0.3196,0.1601
3396,-0.1992,0.06439
3397,0.4481,-0.5219
3398,-0.535,0.7074
3399,-0.2903,0.1992
3400,0.3092,0.04174
3401,-0.09842,0.3647
3402,-0.08255,-0.1777
3403,0.1607,-0.8608
3404,-0.346,0.8264
3405,-0.1797,0.02311
3406,0.3735,-0.02347
3407,0.1031,-0.02518
3408,-0.06903,-0.1714
3409,0.4864,-0.5262
3410,0.09715,0.1307
3411,0.0855,1.187
3412,-0.1357,0.418
3413,0.5747,0.1002
3414,0.1323,0.2966
3415,0.2934,-0.02241
3416,-0.207,-0.2244
3417,0.2739,-0.1145
3418,0.7127,-0.1314
3419,0.07903,0.1387
3420,0.1262,-0.174
3421,0.3363,-0.5652
3422,0.3694,0.5452
3423,-0.2538,-0.04489
3424,0.005258,-0.1354
3425,0.06872,0.06556
3426,-0.3386,0.5782
3427,-0.07905,0.6362
3428,0.04521,-0.7607
3429,-0.1101,-0.3095
3430,-0.3693,-0.1639
3431,0.2445,-0.09392
3432,0.1271,-0.3983
3433,0.0675,0.4335
