weighted directed
1821 4194 83
1769 1571 71
4460 7398 40
2951 223 97
6207 5531 83
7916 5756 53
6591 2669 82
3988 9155 67
8541 9155 76
8082 4358 91
2839 6767 12
903 9327 41
4421 3360 74
4401 5260 79
3097 8354 1
5059 4320 31
1832 7038 70
3879 7206 45
2688 4363 54
4046 8641 8
9006 9103 77
2195 6812 83
8194 1479 97
559 7712 45
1672 4860 92
9310 1789 31
4157 1119 62
6468 5267 62
3975 2772 30
3040 9126 54
7351 4459 10
7211 3624 43
9187 2594 54
4384 765 53
3229 441 61
6788 9595 48
2314 8051 51
5505 8637 11
1371 539 30
6945 6364 42
2531 854 65
7409 6031 33
7370 3016 65
1475 6932 19
8160 2939 16
5408 4536 8
4519 2572 62
6378 9737 89
6212 9092 30
2516 3929 96
4278 3914 91
3510 7474 7
245 6537 71
3169 1259 60
6503 4220 87
9225 3956 33
4943 1325 0
6880 1418 30
8847 1461 49
654 8303 53
6848 3603 30
3634 4514 92
9723 8770 9
2777 9088 62
7052 4581 67
5839 6653 29
3829 1636 4
7962 5786 88
6056 9755 96
4325 4812 41
6280 9043 9
9373 3218 72
2616 4173 78
9728 3705 69
2852 4192 27
2481 3973 11
42 1358 0
4393 1223 24
6251 7648 89
3261 5003 71
7645 3640 40
9719 2653 26
7769 7000 67
5773 7582 6
9014 2995 65
4945 675 62
5798 5642 44
42 8828 15
9400 2893 97
687 2490 88
5834 6613 84
3927 8399 23
8446 4042 43
1827 8618 26
3193 7637 61
6047 4198 33
9303 3174 78
5321 1114 63
5791 9601 88
9690 7179 90
6143 7207 77
2654 9914 85
693 8417 71
6770 2325 56
8389 9548 56
7427 1535 39
6781 5966 43
5488 7587 52
4725 7108 100
9912 257 20
1142 1 50
2520 9976 49
4923 2089 45
307 6584 16
1980 3119 70
1853 3480 13
9853 7853 10
4825 394 2
6415 4139 60
9593 8608 98
4950 9761 30
8141 2127 26
3391 8946 76
1832 702 69
5034 5119 22
8600 7388 35
7523 6747 65
5324 5141 56
8875 9424 6
4830 803 49
8511 8788 12
8053 1850 67
7290 8944 97
8786 8115 16
2009 6186 52
4090 3634 41
1331 2916 54
3445 2710 64
3963 8760 57
5320 6667 25
4766 7163 3
4499 5963 83
9325 2185 78
4454 8969 9
8270 7641 20
8780 2063 7
6112 7971 24
6938 7021 6
5020 9769 28
4646 9208 83
6078 3998 7
593 9291 82
844 1783 84
9280 3476 15
7799 2426 87
5282 9020 88
7059 8728 76
2972 7874 20
4633 6111 68
9662 1840 25
8753 9482 82
8037 2493 18
4363 4208 4
2071 5048 87
8592 1569 8
4155 9926 78
866 5535 48
6076 4273 5
638 8037 11
1772 6117 75
7806 349 80
4637 1749 90
4096 9053 30
7988 6984 16
7443 9743 96
3163 2980 78
7758 9507 34
7307 3135 84
8982 4725 56
7459 1893 24
5399 8505 11
6723 2022 35
4006 7141 66
1696 4983 40
4886 2134 12
7408 4873 68
3799 179 72
8899 4708 14
379 133 39
2098 7494 45
4191 6699 97
579 5173 22
71 6340 13
1118 5543 14
4207 3059 40
2945 3263 100
5710 9555 48
2476 5651 94
920 753 96
1537 777 100
1024 279 16
9694 3958 93
9375 6617 28
9493 9915 85
7588 1887 52
3925 9975 33
8185 6233 94
7090 2211 36
6043 6351 10
3930 1080 59
4671 186 29
1988 2353 83
7778 4920 20
1368 4785 92
3766 3847 67
5792 8882 77
8767 7020 30
8822 7425 50
6941 3537 48
679 2375 2
9703 8936 20
5434 4064 83
1836 154 18
8436 9969 99
1444 5159 54
80 8507 35
9871 1513 81
6852 6925 92
4731 944 17
1667 163 48
8586 669 16
4920 2173 86
4480 2528 71
6 3168 12
3697 3295 50
2374 9569 21
363 2141 4
972 2044 83
9606 7759 28
2653 1762 85
1004 8526 66
3743 9618 83
9251 7465 80
3523 966 41
6886 4 50
9153 4393 4
1634 2743 91
6436 1136 76
8752 9728 37
6230 4348 8
1575 376 67
5321 2580 79
5297 9266 30
8848 7856 54
6431 2704 30
8221 8997 43
3866 1594 64
479 9894 31
7159 3963 28
2065 4987 19
9275 6137 100
2025 402 44
9840 2614 42
8659 7957 90
2937 8683 92
6587 9347 97
4156 8674 63
7174 495 46
9879 4035 76
5992 6400 12
4290 6293 47
1179 5720 50
918 4254 61
8024 3759 53
4474 7050 74
7532 5401 76
5579 939 96
84 8320 4
4608 8511 38
1790 901 66
6523 8643 24
1379 2079 99
2875 1987 82
1707 3366 53
6793 1657 41
1307 336 40
3331 9998 60
6539 8180 26
4034 1724 94
822 4605 100
6197 3607 13
2951 9389 18
7481 5913 35
2213 4150 40
5428 8458 44
4172 5234 78
3818 3733 36
6521 8941 6
8895 9454 45
2900 940 50
450 5474 96
8533 9824 49
456 9825 80
303 3618 44
6002 6748 96
6991 4168 39
4018 5815 17
5828 4833 18
7957 1229 99
6477 5805 24
8326 1376 10
7404 2927 45
8052 2766 17
2697 975 55
1396 3669 48
5197 2434 65
9481 6328 13
3970 9281 34
6544 6832 92
1125 6411 45
6951 3750 6
5893 4329 78
8162 7831 58
3845 439 58
7821 8663 94
6646 3702 57
6007 7980 78
5706 6307 97
8526 8208 0
5276 1220 76
4384 7822 47
6637 3542 84
792 8422 2
8130 4 86
9078 8174 32
3825 357 68
1594 7434 98
1278 834 39
378 1362 2
8275 1609 78
3705 5427 19
2823 9377 98
2406 3316 58
3102 4268 27
5384 1969 70
2946 3732 34
246 8716 27
6463 7931 95
2174 5314 24
3727 1299 77
4058 6544 55
8785 8558 49
452 7173 34
667 3286 20
8175 7215 82
6774 6198 26
1442 9207 93
4213 5167 44
5857 8525 8
5026 3894 20
7983 1318 98
4804 3935 88
5206 3078 89
94 3651 21
3952 3992 17
8711 4732 48
8753 3930 52
6700 9413 91
6820 8650 82
8395 6112 18
7676 6636 11
3574 9256 61
3939 3943 6
4994 2442 85
634 2055 66
2516 1031 68
8486 4624 92
2495 5093 92
4201 6146 54
6328 38 76
1562 2122 36
1992 1195 69
5629 567 82
1300 7949 89
9355 7193 12
4660 5884 60
4352 9310 21
6443 8595 34
5625 9276 48
5874 4056 36
3738 8855 86
2058 9866 99
9780 2799 82
263 8336 29
5377 2320 85
6283 4093 79
9271 34 77
4455 9407 60
7427 660 4
2354 8441 91
3676 4219 0
9933 1852 50
3034 6062 4
9454 3956 65
5312 7205 26
7867 2120 98
8914 4072 8
8220 1270 78
8548 1496 43
5819 2937 48
4554 1903 85
6013 2254 66
5457 697 76
1522 7810 88
9710 5347 75
4015 7301 94
7720 5771 46
9296 985 3
2469 8880 69
1180 3546 68
3582 1769 67
3986 6098 48
2984 6642 38
3071 8784 35
6026 8912 86
9240 4432 27
3401 3793 51
9969 8227 14
7951 38 92
2250 7376 89
4713 4163 77
7654 3490 34
4007 4191 67
1426 9617 79
9801 640 91
3695 6224 86
2984 1299 11
198 8353 16
7847 970 15
7723 1206 74
4215 9218 36
2125 5627 25
9404 9736 87
291 2717 46
9358 6264 91
7573 4824 49
3666 5575 19
4665 7890 91
2309 9490 4
3825 6109 9
2564 5688 76
3884 7396 52
529 5335 63
5440 8063 5
7891 7127 63
4392 4117 95
5101 3198 81
9592 1446 21
4700 9398 64
9752 5841 79
6845 3527 63
3408 326 3
7906 5623 45
5967 4608 11
3563 9246 45
1703 2620 1
8602 1967 62
9133 3256 16
6014 2193 25
2730 5065 21
5755 6605 75
1660 3926 88
9189 2131 71
5364 9862 36
1256 7693 65
8441 1934 62
1646 6317 80
969 4961 68
9529 7828 36
7129 8136 28
1227 6534 74
922 8747 81
5 6513 74
1401 6033 5
4613 1337 94
8345 4193 42
8323 9868 95
752 3719 38
9562 6168 9
4719 2247 59
1072 4533 68
8109 193 61
7424 9166 73
1120 8299 17
5284 3961 76
7228 7629 55
2982 5007 34
5612 9139 100
188 8753 27
4457 4196 39
7533 2966 23
1439 2354 27
7040 7796 6
5188 1780 87
3948 7251 98
6641 1130 39
6910 4886 100
464 1119 11
4476 8698 79
5845 9638 58
6046 3568 43
8659 4655 84
6560 2245 7
593 6400 61
6572 1089 51
4146 4735 67
2075 5686 53
2607 1696 0
8358 3620 23
3907 9556 100
5900 4643 33
3641 6568 35
8789 6230 57
2114 9001 70
4236 1094 72
1334 5121 0
9268 638 98
7239 3919 0
9130 8639 65
1595 953 68
493 6217 61
3406 6847 8
3656 1893 4
1138 2043 76
6746 7555 100
8185 9607 44
5226 8065 88
404 9131 63
4293 6872 84
7907 2146 82
4277 9018 35
734 998 71
4897 7389 42
7928 1867 34
9106 366 21
6640 193 58
5489 9945 34
2663 4296 81
4142 8176 97
9216 3454 23
2154 7557 73
5033 5493 77
4429 8492 65
2041 9168 87
5430 7949 52
9350 8224 47
2170 7584 100
6250 3632 30
6421 163 10
7569 5523 73
5747 6853 54
3959 5316 69
328 9846 16
5981 5317 18
938 939 3
9575 4632 86
3070 938 41
2119 9346 6
2654 8760 97
2806 1629 72
7828 7497 18
3678 2036 62
7261 1708 84
7891 8456 34
7075 4984 8
834 2897 38
6948 8768 15
7080 1351 91
7261 9403 98
9417 728 33
9831 4163 31
7039 7486 56
8106 461 21
9872 1831 84
7931 2428 87
2868 904 12
2831 5040 15
7672 3818 45
4856 9392 21
9146 2215 36
3869 276 31
6035 1785 47
4210 9323 14
4167 5988 36
1965 6910 88
6963 4756 56
3936 8452 69
8691 9363 69
5597 6652 82
1578 9395 6
2372 2430 98
4434 4113 68
2573 6299 42
4833 2238 56
7665 1632 27
9823 8956 16
4534 4383 50
5520 9293 54
5658 2452 18
9632 5375 4
5759 1868 92
1319 487 45
8662 6594 92
564 8522 67
4084 5108 71
5112 9227 50
6229 4187 76
7021 987 15
9304 918 91
1769 6742 42
2389 7237 89
7986 501 69
669 7380 77
6963 885 35
9476 9127 18
6036 8565 75
3215 4027 54
1112 3528 86
4307 2306 26
6314 9595 4
7462 1022 36
7318 1467 79
4228 6745 99
9542 1874 93
7807 1007 84
2751 8644 3
8556 3053 23
8173 8569 94
4768 1142 73
8511 9700 57
5633 5095 10
5170 4483 48
4650 4428 11
2057 1902 93
3179 5415 16
4855 3126 7
8491 8948 12
2059 6098 48
6926 836 51
9131 418 17
4976 7973 77
5357 6286 33
8674 3513 69
3600 7928 48
5835 768 37
7547 3498 94
7459 5957 2
7226 4106 13
2048 4729 3
3671 6231 15
1140 2542 16
9383 3146 2
2932 545 2
8989 3193 69
8197 5195 56
7479 2561 36
3442 7488 37
7553 1159 79
3848 7556 45
9176 7535 94
3949 6167 25
8039 3993 17
9082 6427 44
3896 8742 91
2172 9727 53
4890 9352 63
5731 9203 93
4574 261 87
1081 2068 75
4965 6859 41
9017 8968 17
6449 4645 83
3479 2747 79
2044 1780 26
2579 3798 49
1918 3956 68
1927 1383 39
6676 257 78
2228 1072 14
8185 6849 80
3584 3206 5
8370 816 14
7665 722 17
719 7982 5
4318 9391 6
4957 3698 28
5461 5272 47
8630 5345 69
1580 8826 16
3933 9835 20
6908 6626 55
9452 2141 6
4448 1619 82
2339 2945 99
5567 5931 24
882 7613 71
1211 5371 43
9046 1800 74
4523 7207 56
4124 7590 41
7680 4639 21
6467 9238 74
2111 952 22
6663 5850 73
3370 2343 23
9985 9598 78
9293 8279 8
3053 6193 11
6329 5124 40
7094 5189 3
1084 1285 90
3892 6669 38
5705 7062 99
7375 1792 38
8952 7955 67
3111 2426 3
290 2746 74
1950 6911 76
5877 3460 84
2546 8237 84
641 9224 57
5290 276 46
4291 2201 34
7969 4960 11
6138 8882 59
6368 6856 27
6063 6286 26
305 4982 42
5210 2178 88
1042 2839 58
3444 8498 27
4700 8487 32
9214 799 15
287 7194 66
6422 4057 15
5250 4513 55
358 9483 35
3737 2073 40
53 8030 50
5710 3347 43
5646 7485 80
3648 5559 52
3121 31 2
4323 6506 67
8512 2511 51
1967 5971 72
3316 4843 82
7808 3834 64
3508 6269 72
2857 971 14
445 2990 45
9810 3546 19
5703 1686 14
2994 5767 48
8602 8627 72
6226 2327 4
4473 8749 27
8038 7037 8
2769 8825 76
2645 2361 1
8722 5800 50
387 829 86
6956 6916 82
4833 6299 43
9601 4586 41
9265 6779 62
5818 6336 70
3153 6018 88
5924 3691 99
4909 2858 51
6460 2238 76
4927 2624 6
5611 8376 31
6746 9124 98
8020 2028 44
1355 7664 78
4834 1590 40
66 7920 76
6306 1725 80
7584 5372 3
9335 5420 65
1980 3827 94
3413 3148 87
1124 3073 100
8518 9153 10
1737 1919 13
323 6471 86
849 7310 5
4478 5104 56
1252 6541 98
4159 8231 0
7677 3127 0
6763 7988 27
5906 9671 96
4994 9794 84
158 7441 2
3004 7043 66
3254 9449 8
615 5190 43
3376 627 64
1057 4553 74
1667 8696 62
2339 8163 92
7409 1772 64
1425 6697 37
2764 1868 50
5914 8999 20
1611 3358 77
6584 4669 47
8869 7939 71
7913 8200 31
3991 5736 98
5823 5282 26
5998 9817 48
6040 2654 25
7895 6647 87
5024 8285 80
8074 1092 36
8753 7092 61
5181 6561 88
4282 8149 44
2326 8756 47
1166 9290 28
9604 750 64
7803 8660 22
5062 1785 21
4636 5008 68
8559 8304 76
2426 1378 13
1152 534 4
8065 1616 17
4934 2522 23
5223 6942 19
2827 4151 22
8657 9086 98
2901 6418 88
3336 8591 25
1053 4813 36
3170 5485 28
3734 6337 22
9848 4139 1
988 1812 3
9908 1721 61
9013 1094 10
4788 8405 98
7847 2663 64
3204 5453 72
2965 8585 31
221 623 93
6722 6286 26
2962 8780 25
4746 3408 90
5137 6063 45
5868 79 95
2219 7939 72
4476 1436 68
7378 7200 67
9762 6859 88
4403 2992 83
2000 2377 72
2332 4853 25
4229 1819 93
3787 669 60
7647 8618 84
7410 4523 24
836 619 9
3058 384 79
8318 6962 73
9061 4317 25
8872 8647 59
7305 2361 35
8058 9577 27
9109 1862 47
2174 5502 97
3200 1607 25
9419 2703 4
4944 2767 8
7535 5677 92
5828 5886 3
8613 7455 97
3818 8304 21
178 8390 26
8828 3923 57
2676 7853 1
4456 4748 52
9509 4729 9
47 8842 26
3749 8837 85
7383 9097 17
9327 8250 13
6515 6454 31
773 2751 49
7956 6853 55
3371 7763 57
325 4524 22
5055 74 71
2454 6082 85
1361 7341 68
9487 3149 89
7130 9963 70
7286 6510 97
9041 8779 56
7254 2801 13
199 9801 51
1827 9390 69
7335 4369 15
4376 1342 11
2293 55 98
3252 3231 81
2982 3423 69
2666 732 88
8122 5491 98
3801 8327 66
5100 468 29
4839 5584 11
8069 4603 92
6334 8911 67
8086 3433 18
3754 6023 25
4215 3324 90
6952 6553 74
3253 4024 62
7076 9252 82
6886 7349 80
2419 185 56
1707 2619 81
7731 3277 66
2675 3631 99
1520 9214 28
6338 986 16
7133 8643 36
2391 5460 62
1697 1409 16
8385 1120 58
5796 392 21
9531 9314 7
7744 3311 50
5746 7449 19
7189 8519 18
5443 4648 86
3801 3314 39
705 9014 49
4468 1465 12
5674 7884 79
8631 1363 79
624 2172 25
2750 1795 5
5156 726 82
707 8322 35
316 8941 78
6127 7677 65
8547 3518 77
1416 3286 60
4581 5914 83
1940 3593 26
3336 4927 69
2936 5028 30
9813 3643 50
6523 6292 32
4489 9971 24
9240 4512 12
914 6022 80
7522 9555 21
2713 6237 3
2885 4684 37
5706 1812 26
3700 2011 7
7353 2651 88
1231 6451 60
3422 7621 75
7511 5493 22
3101 1249 31
958 6707 63
7420 5954 21
9686 3945 15
3256 5801 48
9556 7410 16
59 7489 86
4924 1745 65
6136 4332 36
6742 9939 94
3958 1784 24
7464 9493 43
3367 8952 85
9666 6123 79
3121 8341 12
3275 4887 78
1118 4578 56
6886 2036 16
7862 8795 12
7119 2749 27
6048 6134 35
3913 8228 45
8708 816 5
9927 6359 49
4624 3344 81
5889 46 79
1161 8980 11
4548 5432 43
7240 3671 26
2152 6421 76
1664 4305 79
5684 4753 11
2395 6705 28
2477 257 49
1574 7010 57
4597 3107 5
6028 9154 52
1421 4718 50
9780 2839 65
7089 4759 98
2686 1501 16
2543 8386 83
1025 8949 78
9791 4453 75
7073 8380 45
4890 8614 32
4283 868 88
7412 3360 82
9734 3558 100
4194 1155 81
1881 2806 87
6712 2384 52
611 9859 60
4955 7941 46
1961 678 83
9900 9621 19
1496 3633 79
4261 5438 55
2943 6426 73
3787 9502 24
533 9300 41
6524 2838 93
8070 611 45
5718 6391 20
7384 2369 63
1886 8941 36
4745 7480 5
3247 7355 59
2336 3924 36
2018 5987 33
1231 9145 66
9446 7680 37
8105 192 90
1147 289 77
9358 4715 53
1696 9665 39
6484 9039 46
3759 8202 33
3606 1254 13
2288 8465 12
8452 4619 50
9361 9775 49
3395 1429 94
921 3116 54
4942 4347 69
1481 863 69
1613 9848 1
828 1348 17
8884 4419 98
8780 2772 22
6110 8306 35
945 4529 26
444 3086 49
2261 8336 93
5614 1719 41
2088 7511 25
8787 931 71
9424 6405 94
6485 5737 0
6398 4026 49
3845 3568 46
7878 7009 13
8547 5832 52
894 6825 46
2211 7157 77
5367 4977 80
3518 9321 67
5503 9534 72
7204 1835 7
2955 6913 60
2565 1308 86
9326 296 4
5213 1493 7
9193 4579 81
8363 3643 5
1280 5292 98
317 8922 8
2323 1370 100
643 4754 15
4547 7314 36
5048 8159 90
1917 7720 5
8824 6967 92
6903 7013 11
3703 7919 87
8137 21 2
2850 4755 83
5115 84 16
5593 4458 100
1585 7731 49
6939 1928 97
5032 6969 45
7496 4733 59
6488 2628 36
435 6223 61
6364 6338 46
5400 1147 1
1425 598 0
8597 3245 8
2215 3847 75
3034 3405 33
6187 6739 25
3444 571 89
8616 6556 50
3625 2211 96
5443 4924 64
8863 5023 76
4181 8249 77
6557 6711 15
3488 8114 6
541 3836 78
3270 2030 43
5961 4880 20
1552 9689 29
3247 5783 19
9386 7238 24
1405 7815 32
8912 4557 30
9707 6939 14
8366 3096 83
7943 8064 17
287 3661 95
5643 9959 84
4797 2797 43
9197 8463 67
2692 7991 74
2508 4627 64
8820 315 95
563 6893 71
2932 921 27
8439 4881 55
7008 5001 46
712 8738 59
2200 5625 87
465 3727 97
3440 4294 64
7463 8206 24
9812 5652 42
4088 3671 87
7486 174 3
9114 5699 43
2089 6589 7
1682 3467 95
4339 794 16
2689 218 90
2183 5969 12
8800 3018 87
21 8768 21
4768 3132 9
2943 1365 67
2367 9602 54
6358 3192 6
5960 2029 54
3666 3763 68
2353 279 61
1983 5044 38
4433 616 65
5741 5827 1
8049 5420 87
8888 8161 50
4234 8402 37
989 5006 70
5688 5622 45
6520 6058 77
6638 6506 79
4231 1242 87
9476 5696 45
5862 8424 67
9429 9096 93
9595 8644 14
3582 3944 68
9588 3513 80
6695 1263 98
4622 3886 93
9220 1984 97
6034 3040 94
2718 8012 53
2442 9814 98
1254 7818 9
7485 8821 7
9663 4578 41
5941 4550 28
9195 2308 90
8230 8142 98
5089 4724 72
8279 7046 97
8273 2040 49
3268 3577 45
1726 1237 78
883 4642 86
4900 8994 61
7714 7822 17
337 9542 80
1408 4819 29
9999 7193 78
5121 5654 77
8715 4283 90
1848 8702 96
5696 7573 70
4558 765 85
6027 9744 50
5941 7637 1
5184 1491 45
3380 8427 98
1912 7728 34
6704 8966 38
532 3318 1
9383 571 56
9723 8775 3
8232 3102 13
4226 3456 76
1889 3069 26
4494 5318 77
5850 3413 83
8020 3427 16
2691 4853 68
942 5493 81
8677 5327 89
5874 3877 91
7006 2202 69
3157 1480 89
93 5052 19
2641 2322 27
4601 8350 37
3026 9614 67
4331 6670 34
7732 6072 28
5205 9446 95
9510 1557 20
8994 6699 93
1842 3914 50
6855 2624 45
9922 1119 29
4391 6416 3
7460 8482 74
7095 5616 79
8080 388 4
5078 9978 1
3478 5538 64
781 6478 46
9747 7188 90
6508 6775 43
5405 4705 31
1650 3446 37
4603 5124 10
4676 9649 23
6217 4374 19
2610 2489 18
6144 8851 74
6403 2713 90
5212 3176 31
2478 2068 48
1336 6455 24
8289 4361 24
5377 2437 5
5386 394 37
5274 8056 8
5019 6817 63
5179 2007 92
1407 3383 64
761 6895 93
1180 4443 34
1973 107 29
8505 9972 80
9268 4561 58
8149 3636 50
5183 8731 32
300 4507 60
1162 7822 100
4035 2776 7
9766 2394 13
6682 8819 48
1218 7566 38
8646 39 100
4498 3447 36
1062 9850 27
7169 709 40
4855 1815 98
2134 7094 42
8156 5644 34
3668 3708 99
8959 6478 98
280 1592 67
3651 3971 39
6912 6646 15
3954 3643 31
3885 5698 56
5025 7037 43
2672 2843 90
6432 9680 27
6655 477 18
6689 9132 53
5835 6823 43
1901 4049 96
8762 481 16
6787 848 42
4573 2320 72
9259 5516 97
8456 6548 60
895 3946 69
9932 2938 87
3493 8869 59
965 4386 82
2170 5906 88
5854 8561 67
8305 1708 76
466 2743 19
9991 1530 47
1933 5187 19
986 9597 61
6573 9935 57
9537 1121 18
7403 4689 7
4223 5656 30
3664 8660 83
1449 1323 88
6342 7095 35
3756 7203 93
6758 8257 74
1099 9230 82
7071 2642 65
4686 2343 74
3519 432 49
1899 8470 72
43 4433 38
8853 1457 95
4937 9921 53
8516 9529 81
7281 6932 0
1122 7645 58
2205 1132 40
8666 8467 11
1250 3104 24
3842 3694 22
7682 6629 37
3885 3859 58
1215 5112 7
8323 8446 52
439 4094 75
6953 6424 62
9145 3757 9
6689 8068 48
7495 863 56
1136 7678 71
3427 3288 60
7440 8711 56
8306 3566 77
7827 3775 65
3771 74 84
5330 779 64
3755 7407 49
6649 9478 37
4194 6719 27
6515 2973 9
1349 490 29
6584 5437 30
6231 2448 24
6844 9203 79
3186 9786 64
4593 6518 1
4166 2027 46
1358 2016 45
1524 8221 71
1373 7062 62
283 6335 99
7 8570 53
4925 4698 94
8097 1360 52
8622 868 70
8187 9001 35
7735 3110 100
3258 5264 39
7157 2077 9
9170 2047 95
9445 6206 74
7026 3948 45
4145 2621 56
7831 7542 47
2909 2204 51
808 8342 64
7589 7414 75
8142 872 78
5818 7380 100
1095 2035 34
9311 8155 93
2414 1745 77
5139 8987 39
7807 6350 81
6075 2946 61
8849 8528 68
799 8956 71
4040 4806 42
6345 2257 5
8004 2920 79
3254 7266 42
4205 5200 13
8212 3895 49
6391 7224 83
2722 2078 100
6954 3915 54
6392 8463 53
3536 7227 13
2309 7293 21
4124 9095 74
8579 8031 72
9404 2791 12
516 4452 18
2179 9114 39
4815 4075 56
7827 1927 29
2819 6713 56
2776 427 97
2945 1069 35
3457 8248 2
5060 9950 25
347 7543 80
3215 127 50
3801 5609 70
6313 2267 72
410 7963 44
1600 6540 60
3477 8838 13
867 4401 95
2532 2273 21
1268 7082 52
9086 944 31
6630 8306 49
1398 13 1
5834 8746 53
9142 8960 95
2278 190 44
610 5499 52
7703 6802 77
9753 3703 52
33 7714 62
919 2600 48
4385 9879 47
4194 5539 42
3283 1397 33
395 3417 9
6772 4327 65
2336 6295 66
4872 5729 1
1755 4452 83
7702 2796 14
3212 2654 6
9082 5784 11
2263 7715 41
1749 7851 60
4346 348 98
7874 3314 92
9579 6157 33
5721 793 52
2343 7386 30
310 8793 47
8357 1484 67
9625 1569 66
4668 688 16
1103 9921 55
8704 8452 78
8161 7820 52
1558 533 80
3194 7522 15
5433 3757 30
4791 4174 40
9232 7770 69
7463 1280 22
5026 6271 11
6660 4438 14
507 2656 53
268 8305 50
7533 1552 42
3109 955 21
7601 4537 85
760 7547 68
4283 5804 86
7574 5080 74
2284 83 27
6831 1642 7
3854 2189 10
5454 515 71
5310 195 4
5854 2287 81
8642 1307 66
4566 9505 8
1140 5705 85
3935 1132 82
1925 5391 21
1861 8603 43
2928 3584 69
7895 8070 3
918 1799 8
3131 9566 62
314 9477 59
1471 765 54
6452 9580 20
9270 4717 6
6645 6596 4
2511 7083 66
1070 580 46
1603 5837 29
1631 437 99
3573 5179 98
612 1625 14
9473 4627 94
2381 7299 27
8284 9117 63
920 4590 84
8629 9216 24
6880 5202 16
4186 2410 92
3547 6945 1
8620 3208 84
7182 4489 81
2056 2929 38
3379 7258 55
65 4971 16
4998 6650 95
8460 6056 2
3627 1603 73
3924 1856 73
1497 3445 17
5240 5277 61
1228 8529 13
9206 9557 4
147 4944 86
1956 7914 4
7450 4713 88
4545 650 37
3633 8147 68
1871 2453 85
4478 7100 99
6124 2382 80
8887 7204 84
331 7322 90
5 2544 38
8147 5839 28
3841 1432 9
4089 5012 15
4792 6624 83
5668 7133 4
2602 1062 79
8285 5478 13
2528 7472 21
1002 8141 30
620 8962 79
6537 3070 31
7065 6546 96
9552 495 75
9826 5719 49
7148 5424 42
2066 7190 71
8173 5419 70
48 4289 66
9722 9867 44
4516 6327 13
8842 4180 35
5945 4583 64
5531 6319 17
9990 8589 99
8108 7543 12
6567 5370 35
3459 6274 27
3597 8464 22
4654 1663 89
1236 1756 68
9583 3386 69
3300 3192 98
7990 9740 77
9023 9391 2
9773 7169 0
7169 7916 51
6711 2260 25
573 2834 7
5666 9518 27
5832 6079 80
5375 14 82
5396 985 22
7782 3602 100
6732 1681 3
6068 7950 99
5729 7484 25
1510 7223 23
9041 177 77
8020 3506 54
8122 9223 49
1012 3361 17
1808 6937 52
9666 665 79
4149 179 90
3574 6490 26
6757 2597 3
2527 3408 3
2085 4042 0
693 5107 97
7567 218 33
2963 9523 86
3098 9065 71
8225 6594 5
3586 3360 74
3066 6427 14
3610 7645 64
1606 5546 36
3088 3330 22
2115 7753 22
8180 3737 7
5736 29 94
7414 8583 32
6382 9583 92
8607 3971 17
1756 4669 32
7712 4616 61
7769 5673 9
7497 242 59
342 9473 81
8711 2504 63
9310 5028 79
5891 6056 71
9708 309 79
2410 9159 67
7396 8036 1
8033 2462 33
1399 694 75
6557 4879 45
3581 4294 59
805 6518 70
8582 7594 90
5195 8338 60
5087 4754 55
4190 5580 4
3555 7454 88
827 9417 77
3265 8559 55
4326 7042 87
1568 8115 52
1809 3900 9
3313 1925 72
8960 6589 22
3801 515 72
1740 4658 49
1706 8605 1
3800 6348 61
7876 4403 81
2909 254 37
7081 1660 96
3912 9937 35
8700 2581 71
554 377 12
5970 4959 84
4113 8374 60
8543 913 80
8410 7223 60
7595 3538 24
7022 2120 79
5659 3562 68
7123 9678 66
7663 9319 77
2268 1083 61
790 545 97
1380 8503 60
62 5793 18
8629 6545 0
105 4825 70
8287 7001 29
4460 9345 53
5910 4096 49
7986 5832 35
8169 9494 55
8700 3841 41
9374 9381 72
235 8536 11
3550 4013 36
3711 4676 93
4211 4556 74
8366 2715 54
8237 3200 37
2872 1757 90
2727 6050 36
645 7083 28
9882 1491 3
700 1107 26
6054 8616 46
1674 434 75
8634 2203 86
6457 9999 49
7456 7343 47
8232 8135 77
9850 3762 86
4396 3472 5
1804 9253 94
3736 9271 50
8247 9659 60
9345 8476 75
9493 3367 40
4858 8171 7
1764 9875 5
8696 3317 45
7927 7784 33
6105 1982 29
6519 3959 3
9609 7708 67
5819 5620 54
9814 6977 68
4659 6690 74
9480 7421 14
59 5304 88
6020 3022 58
9002 9684 91
2918 4961 46
9985 2947 80
5126 7934 90
8263 1177 46
9200 1674 53
4799 9659 34
8893 863 18
8920 6433 75
6402 936 44
9030 1383 16
8981 8448 73
7168 1025 2
678 8723 27
5618 6469 92
7504 7648 15
7348 7576 66
5366 1266 53
1099 610 51
5480 7922 41
796 3132 39
5759 1504 29
3126 5484 76
2863 376 91
9797 2594 89
2476 9726 90
706 606 91
7313 8536 92
901 6610 36
8722 8949 12
556 9908 80
6645 2104 68
5617 2527 82
4402 1821 71
9414 5863 48
4553 692 38
3845 6217 85
5157 8617 55
3858 7310 13
20 3173 56
6669 3950 43
1297 2513 73
7801 9216 14
7775 7006 35
1006 2895 49
9119 2986 72
1284 3894 59
648 8933 86
3721 4835 59
9121 6235 37
2864 9587 49
3396 7530 2
5457 6910 71
5657 3398 50
8976 3096 58
3849 2043 12
5048 9958 58
5755 1544 74
4442 8790 59
4479 6506 94
915 8363 84
9462 7610 32
1782 4192 53
